title,authors,year,source,paper,citations no.
Long-term histological evaluation of the natural history and prognostic factors of alcoholic liver disease,"UA Marbet, L Bianchi, U Meury, GA Stalder",1987,https://www.sciencedirect.com/science/article/pii/S0168827887805470,,138
Sex‐specific life history tactics and risk‐taking in coho salmon,"LB Holtby, MC Healey",1990,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/1940322,https://www.researchgate.net/profile/Michael-Healey-3/publication/271747995_Sex-Specific_Life_History_Tactics_and_Risk-Taking_in_Coho_Salmon/links/582414ac08aeebc4f898a009/Sex-Specific-Life-History-Tactics-and-Risk-Taking-in-Coho-Salmon.pdf,138
Quaternary history of the Antarctic Circumpolar Current: evidence from the Scotia Sea,"CJ Pudsey, JA Howe",1998,https://www.sciencedirect.com/science/article/pii/S0025322798000140,,138
Holocene Vegetational History of the Western,RG Baker,1983,,,138
The plate tectonic history of the past Tethys Ocean,LE Ricou,1995,https://link.springer.com/chapter/10.1007/978-1-4899-1558-0_1,,138
Contrast-enhanced MR imaging in acute lumbar radiculopathy: a pilot study of the natural history.,"MT Modic, JS Ross, NA Obuchowski, KH Browning…",1995,https://pubs.rsna.org/doi/abs/10.1148/radiology.195.2.7724762,,138
Introgressive hybridization and nonconcordant evolutionary history of maternal and paternal lineages in North American deer,"JC Cathey, JW Bickham, JC Patton",1998,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1558-5646.1998.tb01850.x,,138
Data on the natural history of retinal detachment: I. Age and sex relationships,"CL Schepens, D Marden",1961,https://jamanetwork.com/journals/jamaophthalmology/article-abstract/626674,,138
"Pelagic sediments in the Cretaceous and Tertiary history of the Troodos Massif, Cyprus","AHF Robertson, JD Hudson",1974,https://books.google.com/books?hl=en&lr=lang_en&id=i0WSuPQiUwYC&oi=fnd&pg=PA403&dq=history&ots=pcfMiO4x-n&sig=w_wLYjxL0YN-I3AlaJhpX-Uib9E,,138
Studies of the life history and ecology of the ant Oecophylla longinoda Latreille,MJ Way,1954,https://www.cambridge.org/core/journals/bulletin-of-entomological-research/article/studies-of-the-life-history-and-ecology-of-the-ant-oecophylla-longinoda-latreille/5E9B493FB0DA5BA2294C1DD729B838F2,,138
Is the debt crisis history? Recent private capital inflows to developing countries,"M Dooley, E Fernandez-Arias…",1996,https://academic.oup.com/wber/article-abstract/10/1/27/1633065,http://documents1.worldbank.org/curated/en/908061468314679352/pdf/771100JRN0WBER0Box0377291B00PUBLIC0.pdf,138
The York Woods: a case history of forest succession in southern Wisconsin,RP Mcintosh,1957,https://www.jstor.org/stable/1932123,,138
"Miocene-Pliocene-Pleistocene glacial history of Arena Valley, Quartermain Mountains, Antarctica","DR Marchant, GH Denton…",1993,https://www.tandfonline.com/doi/abs/10.1080/04353676.1993.11880397,,138
Natural history of prostatic obstruction. A prospective survey.,"AA Craigen, JB Hickling, CR Saunders…",1969,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2237019/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2237019/pdf/jroyalcgprac00365-0044.pdf,138
"National and International Systems of Broadcasting; Their History, Operation and Control.",WB Emery,1969,https://eric.ed.gov/?id=ED041449,,138
230 patient years of experience with home long-term parenteral nutrition in childhood: natural history and life of central venous catheters,"AA Moukarzel, I Haddad, ME Ament…",1994,https://www.sciencedirect.com/science/article/pii/0022346894901074,,138
"Natural history of"" early"" gastric cancer: results of a 10-year regional survey.","JW Fielding, DJ Ellis, BG Jones, J Paterson, DJ Powell…",1980,https://www.bmj.com/content/281/6246/965.abstract,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1714333/pdf/brmedj00042-0011.pdf,138
"BK and JC human polyomaviruses and simian virus 40: natural history of infection in humans, experimental oncogenicity, and association with human tumors","G Barbanti-Brodano, F Martini, M De Mattei…",1998,https://www.sciencedirect.com/science/article/pii/S0065352708608064,,138
Artifacts and the American Past.,TJ Schlereth,1980,https://eric.ed.gov/?id=ED199168,,138
Learn and Reason About Historical Uncertainty,"CA Perfetti, MC Georgi",1994,https://books.google.com/books?hl=en&lr=lang_en&id=Q78DsG6HM6sC&oi=fnd&pg=PA257&dq=history&ots=PTgw8Ad0ym&sig=fXp1eC235NEMS1MDzWT4sQiXkJk,,138
"Essentials in Church History: A History of the Church from the Birth of Joseph Smith to the Present Time, with Introductory Chapters on the Antiquity of the …",JF Smith,1979,,,138
"The Orchestra from Beethoven to Berlioz: A History of the Orchestra in the First Half of the 19th Century, and of the Development of Orchestral Baton …","A Carse, AVA Carse",1976,,,138
History of inland fisheries management in North America,LA Nielsen,1999,,,138
Argentina and the Jews: A History of Jewish Immigration,H Avni,1991,,,138
The presence of eternity: History and eschatology,R Bultmann,1955,https://philpapers.org/rec/BULTPO-4/,,138
A history of the medical department of the United States Army,PM Ashburn,1929,,,138
"The History of Philosophy, Vol. I",FC Copleston,1959,,,138
The History of Modern Iran: An Interpretation,JM Upton,1960,,,138
Wal-Mart: A history of Sam Walton's retail phenomenon,"SS Vance, RV Scott, RV Scott",1994,,,138
Unitarianism in America: a history of its origin and development,GW Cooke,1910,,http://public-library.uk/pdfs/4/381.pdf,137
"The idea of"" international system"": theory meets history","B Buzan, R Little",1994,https://journals.sagepub.com/doi/abs/10.1177/019251219401500302,,137
"A millenium of Chinese urban history: Form, time, and space concepts in Soochow",FW Mote,1973,https://scholarship.rice.edu/bitstream/handle/1911/63136/article_RIP594_part4.pdf?sequence=1,https://scholarship.rice.edu/bitstream/handle/1911/63136/article_RIP594_part4.pdf?sequence=1,137
The reader's companion to US women's history,"WP Mankiller, G Mink, M Navarro, G Steinem, B Smith",1998,,,137
Rethinking modernization and modernity in Japanese history: a focus on state-society relations,S Garon,1994,https://www.cambridge.org/core/journals/journal-of-asian-studies/article/rethinking-modernization-and-modernity-in-japanese-history-a-focus-on-statesociety-relations/EE9086D6B72393DED95C29C2B5C0372B,,137
The History of the Communist Party of Great Britain Volume 3: 1927-1941 Class Against Class and Popular Front,N Branson,1985,https://muse.jhu.edu/book/40491,,137
The Jews in Christian Art: An Illustrated History,H Schreckenberg,1996,,,137
Late Quaternary vegetational history of the Central Highlands of Sumatra. II. Palaeopalynology and vegetational history,"J Newsome, JR Flenley",1988,https://www.jstor.org/stable/2845436,,137
A brief history of drugs: From the stone age to the stoned age,A Escohotado,1999,https://books.google.com/books?hl=en&lr=lang_en&id=WFsoDwAAQBAJ&oi=fnd&pg=PT5&dq=history&ots=3-0T2mwS5h&sig=TJ9iX8F3oGG4_xejI54veduGASk,,137
Mine and yours are hers: retrieving women's history from rabbinic literature,T Îlān,1997,https://books.google.com/books?hl=en&lr=lang_en&id=2VmEG2i33VoC&oi=fnd&pg=PR11&dq=history&ots=hnLfvcGgPS&sig=meSg4-SLN_4JCSQnIvmqpJYAXYw,,137
History and tradition in Melanesian anthropology,JG Carrier,1992,http://publishing.cdlib.org/ucpressebooks/view?docId=ft509nb347;chunk.id=0;doc.view=print,http://publishing.cdlib.org/ucpressebooks/view?docId=ft509nb347;chunk.id=0;doc.view=print,137
Dimensionless numbers and life history evolution: age of maturity versus the adult lifespan,"EL Charnov, D Berrigan",1990,https://link.springer.com/article/10.1007/BF02214335,,137
Toward a Reorientation of Western History: Continuity and Environment,E Pomeroy,1955,https://www.jstor.org/stable/1889178,,137
"Stalin's Forgotten Zion: Birobidzhan and the Making of a Soviet Jewish Homeland: An Illustrated History, 1928–1996",R Weinberg,1998,https://books.google.com/books?hl=en&lr=lang_en&id=Z6UwDwAAQBAJ&oi=fnd&pg=PP8&dq=history&ots=6ADtLDmEGY&sig=4HI14g9cAGHq7CNnBpg4MmyPtbc,,137
"Magic, rhetoric, and literacy: An eccentric history of the composing imagination",WA Covino,1994,https://books.google.com/books?hl=en&lr=lang_en&id=idwVSbofr7MC&oi=fnd&pg=PP11&dq=history&ots=M8t8qh37MA&sig=THpu2WiqLWvZXEUA9PBgW1xkmBE,,137
Warnings unheeded: a history of child lead poisoning.,R Rabin,1989,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.79.12.1668,https://ajph.aphapublications.org/doi/pdfplus/10.2105/AJPH.79.12.1668,137
The Easter Rebellion: The outstanding narrative history of the 1916 Rising in Ireland,M Caulfield,1995,https://books.google.com/books?hl=en&lr=lang_en&id=aur4AwAAQBAJ&oi=fnd&pg=PT433&dq=history&ots=pQ5Zr7jMWl&sig=i-B1D1_oGGRR5yftSSuC9JyVZrQ,,137
Crystallization history of the 1984 Mauna Loa lava flow,"J Crisp, KV Cashman, JA Bonini…",1994,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/93JB02973,https://trs.jpl.nasa.gov/bitstream/handle/2014/36514/93-1983.pdf?sequence=1,137
Validity and reproducibility of a dietary history method estimating the usual food intake during one month,"WA Van Staveren, JO De Boer…",1985,https://academic.oup.com/ajcn/article-abstract/42/3/554/4691813,,137
Sedimentary and tectonic history of the Ouachita Mountains,RC Morris,1974,https://pubs.geoscienceworld.org/sepm/books/book/1076/chapter-pdf/3793925/9781565761520_ch06.pdf,,137
Games against nature: an eco-cultural history of the Nunu of equatorial Africa,R Harms,1999,https://books.google.com/books?hl=en&lr=lang_en&id=Qxy7hd_bV3QC&oi=fnd&pg=PR6&dq=history&ots=37PcsbwyIt&sig=XibkqLg_ExIHBkp-QzdR4K3a6_M,,137
Incidence of postpartum abuse in women with a history of abuse during pregnancy.,DE Stewart,1994,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1337371/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1337371/pdf/cmaj00059-0058.pdf,137
Wisconsinan glacial and sea-level history of Maritime Canada and the adjacent continental shelf: A correlation of land and sea events,"RR Stea, DJW Piper, GBJ Fader…",1998,https://pubs.geoscienceworld.org/gsa/gsabulletin/article-abstract/110/7/821/183384,,137
"Land Subsidence, in the San Joaquin Valley, California, as of 1972: A History of Land Subsidence Caused by Water-level Decline in the San Joaquin Valley …","JF Poland, BE Lofgren, RL Ireland, RG Pugh",1975,https://books.google.com/books?hl=en&lr=lang_en&id=ACUUJsHZ_c4C&oi=fnd&pg=PA1&dq=history&ots=P7uVWoj3Uq&sig=VXsBmdnTNlp7tzWAVfMu7mMrfWg,https://books.google.com/books?hl=en&lr=lang_en&id=ACUUJsHZ_c4C&oi=fnd&pg=PA1&dq=history&ots=P7uVWoj3Uq&sig=VXsBmdnTNlp7tzWAVfMu7mMrfWg,137
"Thermal history of iherzolite xenoliths—I. Petrology of iherzolite xenoliths from the ichinomegata crater, oga peninsula, northeast Japan",E Takahashi,1980,https://www.sciencedirect.com/science/article/pii/0016703780902173,,137
"The role of migration and winter mortality in the life history of a temperate-zone migrant, the Dark-eyed Junco, as determined from demographic analyses of winter …","ED Ketterson, V Nolan Jr",1982,https://academic.oup.com/auk/article-abstract/99/2/243/5187808,https://ketterson.lab.indiana.edu/doc/ketterson1982.pdf,137
Early Palaeozoic brachiopods and associated shelly faunas from western Gondwana: their bearing on the geodynamic history of the pre-Andean margin,JL Benedetto,1998,https://sp.lyellcollection.org/content/142/1/57.short,,137
The natural history of recurrent facial-oral infection with herpes simplex virus,"C Bader, CS Crumpacker, LE Schnipper…",1978,https://academic.oup.com/jid/article-abstract/138/6/897/790736,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1010.7559&rep=rep1&type=pdf,137
The drinking history: A comparison of reports by subjects and their relatives,"SB Guze, VB Tuason, MA Stewart, B Picken",1963,https://www.jsad.com/doi/pdf/10.15288/qjsa.1963.24.249,,137
A QUANTITATIVE‐GENETIC ANALYSIS OF LARVAL LIFE‐HISTORY TRAITS IN HYLA CRUCIFER,"J Travis, SB Emerson, M Blouin",1987,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1558-5646.1987.tb05777.x,,137
The correlation between the size of Finnish bracken (Pteridium aquilinum (L.) Kuhn.) clones and certain periods of site history.,E Oinonen,1967,https://helda.helsinki.fi/bitstream/handle/10138/17688/83-1967_Oinonen-2.pdf?sequence=1,https://helda.helsinki.fi/bitstream/handle/10138/17688/83-1967_Oinonen-2.pdf?sequence=1,137
"Saskatchewan, a history",JH Archer,1980,,,137
"Rectorial Address, Strasbourg, 1894",W Windelband,1980,https://www.jstor.org/stable/2504798,https://www2.southeastern.edu/Academics/Faculty/jbell/windelband.pdf,137
History of the Jews of Los Angeles,"M Vorspan, LP Gartner",1970,,,137
Labour in British society: An interpretive history,R Price,1986,,,137
Patronage and Principle: A Political History of Modern Scotland,M Fry,1987,,,137
To guard my people: The history of the Indian police,PJ Griffiths,1971,,,137
Quaternary of the Norwegian Channel: glaciation history and palaeoceanography,"HP Sejrup, I Aarseth, H Haflidason…",1995,,,137
Russian political thought: a concise history,S Utechin,1964,,,137
The parables of Jesus: A history of interpretation and bibliography,WS Kissinger,1979,https://ixtheo.de/Record/013831798,,137
How microevolutionary processes give rise to history,"R Boyd, PJ Richerson",1992,https://books.google.com/books?hl=en&lr=lang_en&id=kyLRtsvLS2AC&oi=fnd&pg=PA179&dq=history&ots=JpDBgDQ24U&sig=dWULA9cSVgLTFKUsEYys7KTQT1E,,136
A history of Finland,JH Wuorinen,1965,https://www.degruyter.com/document/doi/10.7312/wuor91426/html?lang=en,,136
The history of comparative law,W Hug,1931,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/hlr45&section=65,,136
France and the South Pacific: A contemporary history,S Henningham,1992,https://books.google.com/books?hl=en&lr=lang_en&id=DOJchZaCTyAC&oi=fnd&pg=PR9&dq=history&ots=Brs0DjlH8e&sig=CST8bXKCuwYJHt9lBWbN2km1CbU,,136
Birds of the Great Basin: a natural history,FA Ryser,1985,https://muse.jhu.edu/book/52855,,136
Warm climates in earth history,"BT Huber, KG Macleod, SL Wing",2000,https://books.google.com/books?hl=en&lr=lang_en&id=HwxDenodSMEC&oi=fnd&pg=PR9&dq=history&ots=7qrQkHmBNW&sig=7GlMSMbo9hy-hwPQi5sCdJcKhzo,https://repository.si.edu/bitstream/handle/10088/8805/paleo_Wing_et_al_2000_in_Warm_Climates_book.pdf,136
The standard in South African English and its social history,LW Lanham,1979,https://books.google.com/books?hl=en&lr=lang_en&id=PR-uBDZn33wC&oi=fnd&pg=PA3&dq=history&ots=LS3qxX_2zE&sig=lC_9H-tN6Y0UYxb2-2tLEB8lqOc,,136
Sexual assault history and headache: five general population studies,JM Golding,1999,https://journals.lww.com/jonmd/fulltext/1999/10000/sexual_assault_history_and_headache__five_general.6.aspx,,136
Natural history of stage IV epithelial ovarian cancer,"H Bonnefoi, RP A'hern, C Fisher…",1999,https://ascopubs.org/doi/abs/10.1200/JCO.1999.17.3.767,,136
Can the control of bodily orientation be significantly improved in a group of older adults with a history of falls?,"DJ Rose, S Clark",2000,https://agsjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1532-5415.2000.tb02646.x,,136
Success of reentry into anesthesiology training programs by residents with a history of substance abuse,"EJ Menk, RK Baumgarten, CP Kingsley, RD Culling…",1990,https://jamanetwork.com/journals/jama/article-abstract/382143,,136
"Deciding Life and Death in the Courtroom: From Quinlan to Cruzan, Glucksberg, and Vacco—A Brief History and Analysis of Constitutional Protection of the'Right to …",LO Gostin,1997,https://jamanetwork.com/journals/jama/article-abstract/418887,,136
Absence of strong heterosis for life span and other life history traits in Caenorhabditis elegans.,"TE Johnson, EW Hutchinson",1993,https://academic.oup.com/genetics/article-abstract/134/2/465/6011125,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1205490/pdf/ge1342465.pdf,136
"Effect of male mating history and body size on ejaculate size and quality in two polyandrous butterflies, Pieris napi and Pieris rapae (Lepidoptera: Pieridae)","CJ Bissoondath, C Wiklund",1996,https://www.jstor.org/stable/2389938,,136
Natural history of chronic hepatitis C.,"L Pagliaro, V Peri, C Linea, C Camma…",1999,https://europepmc.org/article/med/10091101,,136
"LIFE HISTORY OF COHO SALMON, ONCORHYNCHUS KlSUTCH",INS CREEK,1976,https://books.google.com/books?hl=en&lr=lang_en&id=Wjnt6Pd8dVIC&oi=fnd&pg=PA897&dq=history&ots=m0jqnJ8ZMP&sig=cQVMYsd2L3CS1BJauBRgjSZRpGA,https://books.google.com/books?hl=en&lr=lang_en&id=Wjnt6Pd8dVIC&oi=fnd&pg=PA897&dq=history&ots=m0jqnJ8ZMP&sig=cQVMYsd2L3CS1BJauBRgjSZRpGA,136
"A contribution to the natural history of the english grey mullets [Pisces, Mugilidae]",CF Hickling,1970,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/contribution-to-the-natural-history-of-the-english-grey-mullets-pisces-mugilidae/39B588ECC8F5C784E6C6F2B0A1272BE6,,136
Latitudinal variation in the life history features of the black turban snail Tegula funebralis (Prosobranchia: Trochidae),PW Frank,1975,https://link.springer.com/article/10.1007/BF00391630,,136
Natural history and pathophysiology of arteriovenous malformations.,WJ Michelsen,1979,https://europepmc.org/article/med/544127,,136
Life‐history theory in the nonbreeding period: trade‐offs in avian fat reserves?,"CM Rogers, JN Smith",1993,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/1939303,,136
"An Essay on the Natural History of Guiana, in South America: Containing a Description of Many Curious Productions in the Animal and Vegetable Systems of …",E Bancroft,1769,https://books.google.com/books?hl=en&lr=lang_en&id=iWEBAAAAQAAJ&oi=fnd&pg=PR4&dq=history&ots=tKMSwJ2UA_&sig=U-XtYr7Ntid6_HM8vuv1-ts4AjA,https://books.google.com/books?hl=en&lr=lang_en&id=iWEBAAAAQAAJ&oi=fnd&pg=PR4&dq=history&ots=tKMSwJ2UA_&sig=U-XtYr7Ntid6_HM8vuv1-ts4AjA,136
Differentiation of alcoholics by family history.,"EC Penick, MR Read, PA Crowley…",1978,https://www.jsad.com/doi/abs/10.15288/jsa.1978.39.1944,,136
"The Changing Structure of International Economic Laws: A Contribution of Legal History, of Comparative Law and of General Legal Theory to the Debate on a …",PV Van Themaat,1981,https://books.google.com/books?hl=en&lr=lang_en&id=zwPEkhnrrCEC&oi=fnd&pg=PR15&dq=history&ots=46InVnU42I&sig=Rv2Omn9uW6nDXrNWzY_rf8x6p_o,,136
"Social work in London, 1869 to 1912: A history of the Charity Organisation Society",HD Bosanquet,1914,,,136
The recent star formation history of GR 8 from Hubble space telescope photometry of the resolved stars,"RC Dohm-Palmer, ED Skillman…",1998,https://iopscience.iop.org/article/10.1086/300514/meta,https://iopscience.iop.org/article/10.1086/300514/pdf,136
"Readings from the Mystics of Islam: Translations from the Arabic and Persian, Together with a Short Account of the History and Doctrines of Ṣūfism and …",M Smith,1950,,,136
Scandinavian York and Dublin: the history and archaeology of two related Viking kingdoms,AP Smyth,1979,,,136
"The chancellors: a history of the chancellors of the Exchequer, 1945-90",E Dell,1997,,,136
Piezoelectricity: history and new thrusts,A Ballato,1996,https://ieeexplore.ieee.org/abstract/document/584046/,,135
A general history of quadrupeds,R Beilby,1792,https://books.google.com/books?hl=en&lr=lang_en&id=mUoJAAAAQAAJ&oi=fnd&pg=PR10&dq=history&ots=70nHLrZ9r2&sig=cm9mtfWleCGqF9nHpvVBKCuasyE,https://books.google.com/books?hl=en&lr=lang_en&id=mUoJAAAAQAAJ&oi=fnd&pg=PR10&dq=history&ots=70nHLrZ9r2&sig=cm9mtfWleCGqF9nHpvVBKCuasyE,135
History of the lie: Prolegomena,J Derrida,1997,https://www.pdcnet.org/gfpj/content/gfpj_1997_0019_0002_0129_0162,,135
"Winthrop's Journal"" History of New England"" 1630-1649",J Winthrop,1908,,,135
"London, Past and Present: Its History, Associations, and Traditions",HB Wheatley,1891,https://books.google.com/books?hl=en&lr=lang_en&id=4K_RAAAAMAAJ&oi=fnd&pg=PP3&dq=history&ots=deRDv3u0kz&sig=CCS09jA-85KcVliA4C451Caboc8,https://books.google.com/books?hl=en&lr=lang_en&id=4K_RAAAAMAAJ&oi=fnd&pg=PP3&dq=history&ots=deRDv3u0kz&sig=CCS09jA-85KcVliA4C451Caboc8,135
Elton's ecologists: a history of the Bureau of Animal Population,P Crowcroft,1991,https://books.google.com/books?hl=en&lr=lang_en&id=4pk6HpwTHhwC&oi=fnd&pg=PA1&dq=history&ots=B94qhfR6bj&sig=fq-nbXNha1t0W6NlVvWGLs1yd40,,135
The history of literacy in Sweden: In comparison with some other countries,E Johansson,1977,https://www.diva-portal.org/smash/get/diva2:580289/FULLTEXT01.pdf,https://www.diva-portal.org/smash/get/diva2:580289/FULLTEXT01.pdf,135
The history of continuous-time econometric models,AR Bergstrom,1988,https://www.cambridge.org/core/journals/econometric-theory/article/history-of-continuoustime-econometric-models/8A289706DCAE7E42239F03919DF51007,,135
Life history consequences of bioenergetic and biomechanical constraints on migration,DA Roff,1991,https://academic.oup.com/icb/article-abstract/31/1/205/151937,https://academic.oup.com/icb/article-pdf/31/1/205/355920/31-1-205.pdf,135
The natural history of type I (severe) spinal muscular atrophy,"NH Thomas, V Dubowitz",1994,https://www.sciencedirect.com/science/article/pii/0960896694900906,,135
"Opening of the Kurd Basin deduced from the magmatic history of Central Hokkaido, North Japan",M JIN'ICHIROU,1990,https://www.sciencedirect.com/science/article/pii/0040195190903242,,135
More Than a Congressional Joke: A Fresh Look at the Legilative History of Sex Discrimination of the 1964 Civil Rights Act,RC Bird,1997,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/wmjwl3&section=8,https://scholarship.law.wm.edu/cgi/viewcontent.cgi?article=1272&context=wmjowl,135
A brief history of tears: gender differentiation in Archaic Greece,H Van Wees,1998,https://books.google.com/books?hl=en&lr=lang_en&id=voWPz_V4UAYC&oi=fnd&pg=PA10&dq=history&ots=ONbiv9Z5cA&sig=FUMINLJg_7TU8d3VUAd-x0Qwg6U,,135
Hypoplastic left heart syndrome: natural history in a geographically defined population,"CD Morris, J Outcalt, VD Menashe",1990,https://publications.aap.org/pediatrics/article-abstract/85/6/977/39026,,135
Late Pleistocene and Holocene melting history of the Antarctic ice sheet derived from sea-level variations,"M Nakada, R Kimura, J Okuno, K Moriwaki, H Miura…",2000,https://www.sciencedirect.com/science/article/pii/S0025322700000189,,135
An estimation of tissue damage and thermal history in the cryolesion,"JJ Smith, J Fraser",1974,https://www.sciencedirect.com/science/article/pii/0011224074903034,,135
Collocational and idiomatic aspects of composite predicates in the history of English,"LJ Brinton, M Akimoto",1999,https://books.google.com/books?hl=en&lr=lang_en&id=jW0S0AyhGmAC&oi=fnd&pg=PR1&dq=history&ots=08C7bPdJ3V&sig=8tuOK3c61AgOsQ8FTKz6A-TLsvg,,135
The natural history of a non-stenotic bicuspid aortic valve.,"P Mills, G Leech, M Davies, A Leathan",1978,https://heart.bmj.com/content/40/9/951.abstract,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC483515/pdf/brheartj00223-0011.pdf,135
A contribution to the history of forest clearance,J Turner,1965,https://royalsocietypublishing.org/doi/abs/10.1098/rspb.1965.0006,https://scholar.archive.org/work/5qn3jsw6ujbcrlpk5kgbeya4wa/access/wayback/https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.1965.0006,135
Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica,SP Horn,1993,https://www.sciencedirect.com/science/article/pii/S0033589483710616,,135
IgE and atopic allergy in newborns and infants with a family history of atopic disease,"NIM Kjellman, SGO Johansson",1976,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1651-2227.1976.tb04939.x,,135
Evidence on history of sea water from chemistry of deeper subsurface waters of ancient basins,KE Chave,1960,https://pubs.geoscienceworld.org/aapgbull/article-abstract/44/3/357/34722,,135
The Slavs: Their early history and civilization,F Dvornik,1959,,,135
The Making of History: A Study of the Literary Forgeries of James Macpherson and Thomas Chatterton in Relation to Eighteenth-Century Ideas of History …,"I Haywood, I Haywood",1986,,,135
The History of Emily Montague,F Brooke,1985,https://books.google.com/books?hl=en&lr=lang_en&id=RY4tl0JIfCgC&oi=fnd&pg=PR9&dq=history&ots=fDh-d4JeSX&sig=GJs4_lud3koNFMUWrG2GNKO4HDI,https://genealogieroy.ca/Livres/EmilyMontague.pdf,134
A short history of obstetrics and gynecology,T Clanerani,1960,http://117.239.25.194:7000/jspui/bitstream/123456789/1948/1/PRILIMINARY%20AND%20CONTENT.pdf,http://117.239.25.194:7000/jspui/bitstream/123456789/1948/1/PRILIMINARY%20AND%20CONTENT.pdf,134
Copyright history and the future: What's culture got to do with it,PE Geller,2000,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jocoso47&section=11,http://pgeller.com/Paul_Geller-Copyright_History-Future.pdf,134
Insight and affect in the history of science.,HE Gruber,1995,https://psycnet.apa.org/record/1994-98855-012,,134
History and post-modernism,"L Stone, GM Spiegel",1992,https://www.jstor.org/stable/650975,,134
History and traditions of Niue,EM Loeb,1926,,,134
Dio's Roman history,C Dio,1914,http://ir.lucknowdigitallibrary.com:8080/xmlui/bitstream/handle/123456789/11161/2057.pdf?sequence=1,http://ir.lucknowdigitallibrary.com:8080/xmlui/bitstream/handle/123456789/11161/2057.pdf?sequence=1,134
Secrets of the times: myth and history in biblical chronology,J Hughes,1990,https://books.google.com/books?hl=en&lr=lang_en&id=42-tAwAAQBAJ&oi=fnd&pg=PR7&dq=history&ots=BNZb2U-wdb&sig=OWAgmO5WfEgzjG-Rn-fOHmYwXkE,,134
More than a marriage of convenience: On the inextricability of history and philosophy of science,RM Burian,1977,https://www.journals.uchicago.edu/doi/abs/10.1086/288722,https://www.academia.edu/download/7985458/marriage-histphilsci.pdf,134
Ancient Oaxaca: Discoveries in Mexican Archeology and History,"J Paddock, I Bernal",1966,https://books.google.com/books?hl=en&lr=lang_en&id=c9pklqDkLF4C&oi=fnd&pg=PR13&dq=history&ots=PltuhVwJew&sig=LeqGqlEXL2eGnGNKQHVLfi05u9I,,134
"A share of the harvest: Kinship, property, and social history among the Malays of Rembau",MG Peletz,1992,https://books.google.com/books?hl=en&lr=lang_en&id=4cuewrYnBmgC&oi=fnd&pg=PR9&dq=history&ots=K3gVK8y2gv&sig=F3J2Hl9FP54hAtUywHfWIAOvO2g,,134
Facioscapulohumeral dystrophy natural history study: standardization of testing procedures and reliability of measurements,"KE Personius, S Pandya, WM King, R Tawil…",1994,https://academic.oup.com/ptj/article-abstract/74/3/253/2729301,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.580.2140&rep=rep1&type=pdf,134
The Land of Israel as a Political Concept in Hasmonean Literature: Recourse to History in Second Century BC Claims to the Holy Land,D Mendels,1987,https://books.google.com/books?hl=en&lr=lang_en&id=gnAWwn7HOvwC&oi=fnd&pg=PA1&dq=history&ots=GOCDieHgjv&sig=eyWKXn4Yht-R-HCq-DHni99_iZw,,134
"The early life history of the Pacific hake, Merluccius productus",KM Bailey,1982,https://books.google.com/books?hl=en&lr=lang_en&id=XismLs7eOv4C&oi=fnd&pg=PA589&dq=history&ots=4urEVn_ZdZ&sig=bz_QVBXzCVLv1BhQcdL31Zd6wM0,https://books.google.com/books?hl=en&lr=lang_en&id=XismLs7eOv4C&oi=fnd&pg=PA589&dq=history&ots=4urEVn_ZdZ&sig=bz_QVBXzCVLv1BhQcdL31Zd6wM0,134
Low birth weight and a family history of schizophrenia predict poor premorbid functioning in psychosis,"A Foerster, SW Lewis, MJ Owen, RM Murray",1991,https://www.sciencedirect.com/science/article/pii/092099649190049W,,134
"Natural history of Hawaii: being an account of the Hawaiian people, the geology and geography of the islands, and the native and introduced plants and …",WA Bryan,1915,,,134
Malignant lymphomas of Waldeyer's ring: Natural history and survival after radiotherapy,"A Banfi, G Bonadonna, SB Ricci, F Milani, R Molinari…",1972,https://www.bmj.com/content/3/5819/140.abstract,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1788619/pdf/brmedj02213-0024.pdf,134
Philharmonic: A history of New York's orchestra,H Shanet,1975,,,134
